address,length,value
"0086a6b4",15,"""data\\decision\\"""
"0086a6d7",161,"""?%d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %f %f %f %d %d %d %f %f %f %d %d %d %d %d %d %f %f %f %f  %f %f %f %f  %f %f %f %f %f %d %d %f"""
"0086a778",12,"""TIMECYC.DAT"""
"0086a790",72,"""%d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d %d"""
"0086a7d8",13,"""POPCYCLE.DAT"""
"0086a7e8",12,"""%s %s %s %d"""
"0086a7f4",17,"""DATA\\ANIMGRP.DAT"""
"0086a808",19,"""def_brightness_pal"""
"0086a81c",14,"""pe_bRadiosity"""
"0086a82c",11,"""pe_bottomy"""
"0086a838",8,"""pe_topy"""
"0086a840",10,"""pe_rightx"""
"0086a84c",9,"""pe_leftx"""
"0086a858",20,"""pe_lightingbasemult"""
"0086a86c",19,"""pe_lightingbasecap"""
"0086a880",19,"""pe_lightchangerate"""
"0086a894",15,"""dontbuildpaths"""
"0086a8a4",9,"""vehicles"""
"0086a8b0",14,"""devkit_memory"""
"0086a8c0",7,"""memory"""
"0086a8cc",11,"""stream.ini"""
"0086a8dc",8,"""CAMERA"""
"0086a8e4",12,"""AREA_EFFECT"""
"0086a8f0",12,"""PROJECTILE"""
"0086a8fc",12,"""INSTANT_HIT"""
"0086a908",8,"""MELEE"""
"0086a910",11,"""PEDGRP.DAT"""
"0086a91c",7,"""\\DATA\\"""
"0086a924",11,"""CARGRP.DAT"""
"0086a938",20,"""playercoords.txt"""
"0086a957",13,"""?;the end"""
"0086a964",13,"""HANDLING.CFG"""
"0086a974",14,"""ENDWEAPONDATA"""
"0086a984",30,"""%s %s %f %f %f %f %d %d %d %d"""
"0086a9a8",90,"""%s %s %s %f %f %d %d %d %s %d %d %f %f %f %d %d %f %f %d %d %d %d %d %d %d %x %f %f %f %f"""
"0086aa04",36,"""%s %s %s %f %f %d %d %d %s %d %x %s"""
"0086aa28",16,"""DATA\\WEAPON.DAT"""
"0086aa38",6,"""%s %x"""
"0086aa40",9,"""%s %f %f"""
"0086aa4c",27,"""%s %f %f %f %s %d %d %d %f"""
"0086aa68",6,"""%s %f"""
"0086aa70",12,"""%s %f %f %f"""
"0086aa7c",10,"""END_COMBO"""
"0086aa88",13,"""START_LEVELS"""
"0086aa98",12,"""START_COMBO"""
"0086aaa4",15,"""END_MELEE_DATA"""
"0086aab4",15,"""DATA\\melee.dat"""
"0086aac4",12,"""RANDOM2.grp"""
"0086aad0",12,"""Indoors.ped"""
"0086aadc",12,"""m_empty.ped"""
"0086aae8",12,"""Fireman.ped"""
"0086aaf4",11,"""R_Weak.ped"""
"0086ab00",12,"""R_Tough.ped"""
"0086ab0c",11,"""R_Norm.ped"""
"0086ab18",8,"""Cop.ped"""
"0086ab20",12,"""GangMbr.ped"""
"0086ab2c",12,"""MISSION.grp"""
"0086ab38",11,"""RANDOM.grp"""
"0086ab44",11,"""m_plyr.ped"""
"0086ab50",11,"""m_norm.ped"""
"0086ab5c",11,"""RANDOM.ped"""
"0086ab6c",20,"""MODELS\\PARTICLE.TXD"""
"0086ab92",10,"""HBIT_MISC"""
"0086ab9c",12,"""IT_KITCHEN"""
"0086aba8",12,"""IT_BEDROOM"""
"0086abb4",12,"""IT_LOUNGE"""
"0086abc0",12,"""IT_OFFICE"""
"0086abcc",8,"""IT_SHOP"""
"0086abd4",16,"""MISC_CLOTHES"""
"0086abe4",16,"""MISC_MAGAZINES"""
"0086abf4",12,"""MISC_FOOD"""
"0086ac00",12,"""MISC_PLATES"""
"0086ac0c",12,"""MISC_RUGS"""
"0086ac18",12,"""MISC_LIGHTS"""
"0086ac24",12,"""MISC_PLANTS"""
"0086ac30",12,"""KITCHEN_TVS"""
"0086ac3c",20,"""KITCHEN_TOASTERS"""
"0086ac50",20,"""KITCHEN_MICROWAVES"""
"0086ac64",24,"""KITCHEN_UNIT_CORNERS"""
"0086ac7c",24,"""KITCHEN_UNIT_WASHERS"""
"0086ac94",20,"""KITCHEN_UNIT_OVENS"""
"0086aca8",24,"""KITCHEN_UNIT_FRIDGES"""
"0086acc0",20,"""KITCHEN_UNIT_SINKS"""
"0086acd4",16,"""KITCHEN_UNIT_R"""
"0086ace4",16,"""KITCHEN_UNIT_M"""
"0086acf4",16,"""KITCHEN_UNIT_L"""
"0086ad04",20,"""BEDROOM_WARDROBES"""
"0086ad18",16,"""BEDROOM_DRAWERS"""
"0086ad28",16,"""BEDROOM_TABLES"""
"0086ad38",16,"""BEDROOM_BEDS"""
"0086ad48",16,"""LOUNGE_CONSOLES"""
"0086ad58",16,"""LOUNGE_HIFIS"""
"0086ad68",16,"""LOUNGE_VIDEOS"""
"0086ad78",20,"""LOUNGE_HIFI_TABLES"""
"0086ad8c",16,"""LOUNGE_LAMPS"""
"0086ad9c",16,"""LOUNGE_TABLES"""
"0086adac",12,"""LOUNGE_TVS"""
"0086adb8",16,"""LOUNGE_TVSTANDS"""
"0086adc8",16,"""LOUNGE_CHAIRS"""
"0086add8",16,"""LOUNGE_SOFAS"""
"0086ade8",20,"""OFFICE_FILINGCABS"""
"0086adfc",20,"""OFFICE_WATERCOOLERS"""
"0086ae10",16,"""OFFICE_CHAIRS"""
"0086ae20",16,"""OFFICE_DESKS"""
"0086ae30",12,"""SHOP_LIGHTS"""
"0086ae3c",16,"""SHOP_BASKETS"""
"0086ae4c",16,"""SHOP_CHECKOUTS"""
"0086ae5c",16,"""SHOP_UNIT4_M"""
"0086ae6c",16,"""SHOP_UNIT4_R"""
"0086ae7c",16,"""SHOP_UNIT4_L"""
"0086ae8c",16,"""SHOP_UNIT3_M"""
"0086ae9c",16,"""SHOP_UNIT3_R"""
"0086aeac",16,"""SHOP_UNIT3_L"""
"0086aebc",16,"""SHOP_UNIT2_M"""
"0086aecc",16,"""SHOP_UNIT2_R"""
"0086aedc",16,"""SHOP_UNIT2_L"""
"0086aeec",16,"""SHOP_UNIT1_M"""
"0086aefc",16,"""SHOP_UNIT1_R"""
"0086af0c",16,"""SHOP_UNIT1_L"""
"0086af1c",21,"""Cannot find model %s"""
"0086af34",18,"""%s %s %d %d %d %d"""
"0086af50",27,"""%s %s %d %d %d %d %d %d %d"""
"0086af6c",12,"""SUBGROUP:"""
"0086af79",6,"""ROUP:"""
"0086af80",18,"""data\\furnitur.dat"""
"0086af97",25,""";FX_PRIM_EMITTER_DATA:"""
"0086afb0",15,"""%s %f %f %f %f"""
"0086afc4",20,"""FX_INFO_SMOKE_DATA:"""
"0086afd8",28,"""FX_INFO_COLOURBRIGHT_DATA:"""
"0086aff4",24,"""FX_INFO_SELFLIT_DATA:"""
"0086b00c",28,"""FX_INFO_COLOURRANGE_DATA:"""
"0086b028",24,"""FX_INFO_ANIMTEX_DATA:"""
"0086b040",20,"""FX_INFO_DIR_DATA:"""
"0086b054",20,"""FX_INFO_FLAT_DATA:"""
"0086b068",20,"""FX_INFO_TRAIL_DATA:"""
"0086b07c",24,"""FX_INFO_HEATHAZE_DATA:"""
"0086b094",28,"""FX_INFO_SPRITERECT_DATA:"""
"0086b0b0",20,"""FX_INFO_SIZE_DATA:"""
"0086b0c4",24,"""FX_INFO_COLOUR_DATA:"""
"0086b0dc",28,"""FX_INFO_UNDERWATER_DATA:"""
"0086b0f8",20,"""FX_INFO_FLOAT_DATA:"""
"0086b10c",24,"""FX_INFO_ROTSPEED_DATA:"""
"0086b124",24,"""FX_INFO_JITTER_DATA:"""
"0086b13c",20,"""FX_INFO_WIND_DATA:"""
"0086b150",28,"""FX_INFO_GROUNDCOLLIDE_DATA:"""
"0086b16c",28,"""FX_INFO_ATTRACTLINE_DATA:"""
"0086b188",24,"""FX_INFO_ATTRACTPT_DATA:"""
"0086b1a0",24,"""FX_INFO_FRICTION_DATA:"""
"0086b1b8",20,"""FX_INFO_FORCE_DATA:"""
"0086b1d7",21,"""?FX_INFO_NOISE_DATA:"""
"0086b1ec",28,"""FX_INFO_EMROTATION_DATA:"""
"0086b208",24,"""FX_INFO_EMWEATHER_DATA:"""
"0086b220",20,"""FX_INFO_EMPOS_DATA:"""
"0086b234",24,"""FX_INFO_EMLIFE_DATA:"""
"0086b24c",24,"""FX_INFO_EMANGLE_DATA:"""
"0086b264",20,"""FX_INFO_EMDIR_DATA:"""
"0086b278",24,"""FX_INFO_EMSPEED_DATA:"""
"0086b290",24,"""FX_INFO_EMSIZE_DATA:"""
"0086b2a8",24,"""FX_INFO_EMRATE_DATA:"""
"0086b2c3",41,"""F%s %f %f %f %f %f %f %f %f %f %f %f %f"""
"0086b2ec",16,"""FX_SYSTEM_DATA:"""
"0086b7d0",10,"""No errors"""
"0086b808",6,"""%ld%c"""
"0086b810",8,"""JPEGMEM"""
"0086b96e",26,"""HBLoading sync error: %s"""
"0086b988",18,"""Loading error: %s"""
"0086b99c",17,"""Saving error: %s"""
"0086b9b0",16,"""USER3DMARKERS"""
"0086b9c0",12,"""STUNTJUMPS"""
"0086b9cc",12,"""GANGWARS"""
"0086b9d8",12,"""SHOPPING"""
"0086b9f4",12,"""PED TYPES"""
"0086ba00",12,"""STREAMING"""
"0086ba0c",12,"""SET PIECES"""
"0086ba18",8,"""STATS"""
"0086ba20",12,"""PLAYERINFO"""
"0086ba2c",20,"""AUDIO SCRIPT OBJECT"""
"0086ba40",16,"""PED GENERATORS"""
"0086ba50",16,"""CAR GENERATORS"""
"0086ba60",8,"""GANGS"""
"0086ba68",8,"""ZONES"""
"0086ba70",8,"""RADAR"""
"0086ba78",8,"""RESTART"""
"0086ba80",12,"""PHONEINFO"""
"0086ba9c",12,"""GAMELOGIC"""
"0086baa8",8,"""GARAGES"""
"0086bab0",8,"""POOLS"""
"0086bac0",20,"""SIMPLE_VARIABLES"""
"0086bad4",7,"""%s%i%s"""
"0086baf0",12,"""Apr 28 2005"""
"0086bafc",9,"""10:28:55"""
"0086bb1c",8,"""MPACKID"""
"0086bb27",21,""";vehiclegrunge256"""
"0086bea7",37,"""?CustomSpecMapPipeMaterialDataPool"""
"0086becc",28,"""CustomEnvMapPipeAtmDataPool"""
"0086bee8",28,"""CustomEnvMapPipeMatDataPool"""
"0086bf13",13,""";grass_pc"""
"0086bf27",17,""";models\\grass\\%s"""
"0086bf38",78,"""Unknown surface name '%s' in 'Plants.dat' (line %d)! See Andrzej to fix this."""
"0086bf88",11,"""PLANTS.DAT"""
"0086bf94",13,"""grass1_4.dff"""
"0086bfa4",13,"""grass1_3.dff"""
"0086bfb4",13,"""grass1_2.dff"""
"0086bfc4",13,"""grass1_1.dff"""
"0086bfd4",13,"""grass0_4.dff"""
"0086bfe4",13,"""grass0_3.dff"""
"0086bff4",13,"""grass0_2.dff"""
"0086c004",13,"""grass0_1.dff"""
"0086c014",9,"""gras07Si"""
"0086c020",11,"""txgrass1_3"""
"0086c02c",11,"""txgrass1_2"""
"0086c038",11,"""txgrass1_1"""
"0086c044",11,"""txgrass1_0"""
"0086c050",11,"""txgrass0_3"""
"0086c05c",11,"""txgrass0_2"""
"0086c068",11,"""txgrass0_1"""
"0086c074",11,"""txgrass0_0"""
"0086c080",24,"""models\\grass\\plant1.txd"""
"0086c34c",9,"""minigun2"""
"0086c65a",34,"""HBTrying to remove ped component"""
"0086c827",17,"""CCompDoDealResp"""
"0086c838",14,"""CompGreetResp"""
"0086c948",12,"""m_steal.ped"""
"0086c954",11,"""m_weak.ped"""
"0086c960",12,"""m_tough.ped"""
"0086cd44",13,"""PedEvent.txt"""
"0086cd54",10,"""parachute"""
"0086cd60",20,"""InterestingEntities"""
"0086cda0",321,"""%d, %d, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f, %d, %f, %f, %f, %f, %d, %d, %f, %f, %f, %f, %f, %f \n"""
"0086cee4",23,"""data\\decision\\allowed\\"""
"0086cf12",14,"""HBMISSION8"""
"0086cf20",9,"""MISSION7"""
"0086cf2c",9,"""MISSION6"""
"0086cf38",9,"""MISSION5"""
"0086cf44",9,"""MISSION4"""
"0086cf50",9,"""MISSION3"""
"0086cf5c",9,"""MISSION2"""
"0086cf68",9,"""MISSION1"""
"0086cf74",8,"""SPECIAL"""
"0086cf7c",11,"""PROSTITUTE"""
"0086cf8c",9,"""CRIMINAL"""
"0086cf98",8,"""FIREMAN"""
"0086cfa0",6,"""MEDIC"""
"0086cfa8",7,"""DEALER"""
"0086cfb0",7,"""GANG10"""
"0086cfb8",6,"""GANG9"""
"0086cfc0",6,"""GANG8"""
"0086cfc8",6,"""GANG7"""
"0086cfd0",6,"""GANG6"""
"0086cfd8",6,"""GANG5"""
"0086cfe0",6,"""GANG4"""
"0086cfe8",6,"""GANG3"""
"0086cff0",6,"""GANG2"""
"0086cff8",6,"""GANG1"""
"0086d004",10,"""CIVFEMALE"""
"0086d010",8,"""CIVMALE"""
"0086d018",16,"""PLAYER_UNUSED"""
"0086d028",16,"""PLAYER_NETWORK"""
"0086d039",7,"""LAYER2"""
"0086d052",10,"""HBRespect"""
"0086d064",8,"""Dislike"""
"0086d074",13,"""DATA\\PED.DAT"""
"0086d1e0",8,"""CODEPLR"""
"0086d1ec",10,"""playidles"""
"0086d21a",10,"""HBSTRIPM"""
"0086d224",7,"""STRIPW"""
"0086d22c",8,"""PEDSLOT"""
"0086d234",8,"""PEDCARD"""
"0086d23c",8,"""PEDROUL"""
"0086d244",7,"""BARGUY"""
"0086d24c",7,"""DANCER"""
"0086d254",7,"""BROWSE"""
"0086d25c",8,"""COPLOOK"""
"0086d264",7,"""COPSIT"""
"0086d290",7,"""jogger"""
"0086d2e4",6,"""%s\\%s"""
"0086d2ec",8,"""GTASAsf"""
"0086d2f4",7,"""%s%i.b"""
"0086d2fc",28,"""%02d %s %04d %02d:%02d:%02d"""
"0086d318",8,"""MONTH12"""
"0086d320",8,"""MONTH11"""
"0086d328",8,"""MONTH10"""
"0086d330",7,"""MONTH9"""
"0086d338",7,"""MONTH8"""
"0086d340",7,"""MONTH7"""
"0086d348",7,"""MONTH6"""
"0086d350",7,"""MONTH5"""
"0086d358",7,"""MONTH4"""
"0086d360",7,"""MONTH3"""
"0086d368",7,"""MONTH2"""
"0086d370",7,"""MONTH1"""
"0086d378",8,"""FEC_SLC"""
"0086d388",17,"""GTA: San Andreas"""
"0086d39c",12,"""textures%c"""
"0086d3a8",44,"""Out of memory - not all preset views loaded"""
"0086d3e4",19,"""%f%f%f%f%f%f%f %[^"""
"0086d3fc",29,"""Cannot open preset view file"""
"0086d41c",33,"""Cannot write to preset view file"""
"0086d440",50,"""%0.6f %0.6f %0.6f  %0.6f %0.6f  %0.6f %0.6f %s%d\n"""
"0086d608",7,"""ghands"""
"0086d6b3",9,"""BFLOWERS"""
"0086d6c4",12,"""CHAINSAW"""
"0086d6d0",8,"""SWORD"""
"0086d6d8",12,"""GOLFCLUB"""
"0086d6ec",12,"""BBALLBAT"""
"0086d6f8",8,"""UNARMED"""
"0086d74a",22,"""#>CTaskSimpleUseGun"""
"0086d760",11,"""TaskUseGun"""
"0086db98",12,"""HitFromBack"""
"0086dbcc",12,"""HitFromLeft"""
"0086dc00",13,"""HitFromRight"""
"0086dc38",18,"""HitByGunFromFront"""
"0086dc74",17,"""HitByGunFromRear"""
"0086dcb0",17,"""HitByGunFromLeft"""
"0086dcec",18,"""HitByGunFromRight"""
"0086df8c",11,"""attractors"""
"0086e098",9,"""sunbathe"""
"0086e0a4",6,"""beach"""
"0086e3f0",18,"""TaskTriggerLookAt"""
"0086e480",10,"""PhoneChat"""
"0086e48c",9,"""PhoneOut"""
"0086e498",8,"""PhoneIn"""
"0086e4d4",11,"""GogglesOff"""
"0086e4e0",10,"""GogglesOn"""
"0086e614",13,"""HitFromFront"""
"0086e624",12,"""TaskSitIdle"""
"0086e634",16,"""stop sunbathing"""
"0086e644",16,"""idle sunbathing"""
"0086e654",17,"""start sunbathing"""
"0086e928",9,"""DriveCar"""
"0086ea90",8,"""JCK_HLP"""
"0086ea98",13,"""TaskEnterCar"""
"0086eb9c",38,"""CTaskComplexLeaveCar - ped not in car"""
"0086f190",14,"""HitFromBehind"""
"0086f1c8",8,"""HitWall"""
"0086f484",7,"""Abseil"""
"0086f628",18,"""TaskTreatAccident"""
"0086f6f8",14,"""TaskFleePoint"""
"0086f734",15,"""TaskFleeEntity"""
"0086f770",19,"""TaskSmartFleePoint"""
"0086f7b0",20,"""TaskSmartFleeEntity"""
"0086f92c",8,"""gangs"""
"0086fa58",15,"""TaskStareAtPed"""
"0086fab8",16,"""TaskSignalAtPed"""
"0086fb44",23,"""CTaskComplexPassObject"""
"0086fbe0",15,"""TaskGangLeader"""
"0086fbf0",7,"""exhale"""
"0086fbf8",17,"""TaskGangFollower"""
"0086fc12",22,"""&CTaskHassleVehicle"""
"0086fc34",8,"""PROS_04"""
"0086fc3c",8,"""PROS_09"""
"0086fc44",8,"""PROS_06"""
"0086fc4c",11,"""TaskProzzy"""
"0086fc58",8,"""PROS_01"""
"0086fc60",8,"""PROS_02"""
"0086fd43",13,"""?TaskGoTo"""
"0086fd98",16,"""TaskAchvHeading"""
"0086fef0",16,"""TaskAvoidOthPed"""
"0086ff2c",16,"""TaskAvoidEntity"""
"0087003c",15,"""TaskInvDisturb"""
"00870280",13,"""TaskBeInShop"""
"00870380",15,"""TaskSitInChair"""
"008705e8",9,"""jetball2"""
"008705f4",9,"""jetball1"""
"00870600",8,"""jetpack"""
"00870838",15,"""TaskBeInCouple"""
"00870848",23,"""CTaskComplexBeInCouple"""
"00870910",15,"""ProcPlyrWeapon"""
"00870953",17,"""?water_ripples"""
"00870964",11,"""water_swim"""
"00870d68",15,"""TaskInvDeadPed"""
"00870ec0",59,"""ComputeKillThreatsDriveby() - threat ped already in group\n"""
"00870f00",65,"""ComputeKillThreatsBasicResponse() - threat ped already in group\n"""
"00870f56",10,"""HBMPNAME"""
"00870f70",12,"""SPANISH.GXT"""
"00870f7c",12,"""ITALIAN.GXT"""
"00870f88",11,"""GERMAN.GXT"""
"00870f94",11,"""FRENCH.GXT"""
"00870fa0",13,"""AMERICAN.GXT"""
"00871114",6,"""nitro"""
"0087126c",6,"""GA_12"""
"0087146c",25,"""BikeNode missing: %d %d\n"""
"00871a64",10,"""jetthrust"""
"00871d52",54,"""*?%d, max v = %3.2f, up at = %3.2f, down at = %3.2f\n"""
"00871e3b",17,"""8overheat_car"""
"00871e4c",22,"""overheat_car_electric"""
"00871e67",17,"""AReactToVhclDam"""
"0087202b",13,""":waterwake"""
"00872038",8,"""seabd32"""
"00872040",14,"""waterclear256"""
"00872050",66,"""%f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %d"""
"00872098",84,"""%f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f"""
"008720f0",87,"""%f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %f %d"""
"00872148",16,"""DATA\\water.dat"""
"00872158",16,"""DATA\\water1.dat"""
"008722a8",20,"""Rudder Angle  %3.2f"""
"008722bc",16,"""Thrust %3.2f"""
"008722cc",10,"""boat_prop"""
"00872478",12,"""%f %f %f %d"""
"00872484",12,"""processed"""
"00872493",25,"""?data\\paths\\tracks4.dat"""
"008724ac",23,"""data\\paths\\tracks2.dat"""
"008724c4",23,"""data\\paths\\tracks3.dat"""
"008724dc",22,"""data\\paths\\tracks.dat"""
"0087253a",14,"""k:plateback3"""
"00872548",11,"""plateback2"""
"00872554",11,"""plateback1"""
"00872560",13,"""platecharset"""
"00872578",9,"""carpback"""
"00872584",9,"""carplate"""
"00872590",13,"""roadsignfont"""
"008725c4",26,"""models\\generic\\player.bmp"""
"008725e0",13,"""skins\\%s.bmp"""
"0087262e",22,"""PBError subrastering\n"""
"00872644",22,"""Gallery\\gallery%d.jpg"""
"00872684",13,"""lamp_shad_64"""
"00872694",12,"""wincrack_32"""
"008726a0",8,"""handman"""
"008726a8",13,"""bloodpool_64"""
"008726b8",11,"""headlight1"""
"008726c4",10,"""headlight"""
"008726d0",9,"""shad_exp"""
"008726dc",13,"""shad_rcbaron"""
"008726ec",10,"""shad_bike"""
"008726f8",10,"""shad_heli"""
"00872704",9,"""shad_ped"""
"00872710",9,"""shad_car"""
"0087283f",13,"""Bcloudhigh"""
"0087284c",11,"""cloudhighm"""
"00872858",6,"""lunar"""
"00872860",7,"""lunarm"""
"00872868",12,"""cloudmasked"""
"00872874",7,"""cloud1"""
"0087289f",13,""";[UNPROP]"""
"008728ac",31,"""%d  %d  %d  %d  %d  %d  %d  %d"""
"008728cd",6,"""PROP]"""
"008728d4",28,"""[REPLACEMENT_SPACE_CHAR]"""
"008728f0",12,"""[FONT_ID]"""
"008728fc",16,"""[TOTAL_FONTS]"""
"0087290c",15,"""DATA\\FONTS.DAT"""
"00872952",10,"""HB%c%d %s"""
"0087295c",17,"""DATA\\GRIDREF.DAT"""
"0087299a",18,"""HBparticleskid"""
"008729c4",10,"""diamond_3"""
"008729d8",9,"""cylinder"""
"00872a03",13,"""DfinishFlag"""
"00872ab4",12,"""heap.txt"""
"00872ac7",17,""";DATA\\CAPS.DAT"""
"00872af0",14,"""TexDictionary"""
"00872b28",6,"""UArmR"""
"00872b30",6,"""UArmL"""
"00872b38",11,"""MidSection"""
"00872b44",6,"""Chest"""
"00872b6f",17,"""Eexplosion_tiny"""
"00872b80",16,"""explosion_large"""
"00872b90",17,"""explosion_medium"""
"00872ba4",18,"""explosion_molotov"""
"00872bb8",16,"""explosion_small"""
"00872bc8",19,"""explosion_fuel_car"""
"00872be6",10,"""HBCODEPRJ"""
"00872bf0",10,"""teargasAD"""
"00872c23",13,""">camflash"""
"00872c33",17,"""Fextinguisher"""
"00872c44",12,"""spraycan"""
"00872c50",16,"""flamethrower"""
"00872c9a",14,"""HBlockonFire"""
"00872ca8",12,"""lockonFireA"""
"00872cb4",7,"""lockon"""
"00872cbc",8,"""lockonA"""
"00872cc4",10,"""target256"""
"00872cd0",11,"""target256m"""
"00872cea",10,"""#=ARMOUR"""
"00872cf4",10,"""PARACHUTE"""
"00872d00",9,"""INFRARED"""
"00872d0c",12,"""NIGHTVISION"""
"00872d18",13,"""EXTINGUISHER"""
"00872d28",9,"""SPRAYCAN"""
"00872d34",10,"""DETONATOR"""
"00872d40",15,"""SATCHEL_CHARGE"""
"00872d50",8,"""MINIGUN"""
"00872d58",9,"""FTHROWER"""
"00872d64",13,"""RLAUNCHER_HS"""
"00872d74",10,"""RLAUNCHER"""
"00872d80",12,"""SNIPERRIFLE"""
"00872d8c",13,"""COUNTRYRIFLE"""
"00872db4",10,"""MICRO_UZI"""
"00872dc0",7,"""SPAS12"""
"00872dc8",8,"""SAWNOFF"""
"00872dd0",8,"""SHOTGUN"""
"00872dd8",13,"""DESERT_EAGLE"""
"00872de8",16,"""PISTOL_SILENCED"""
"00872df8",7,"""PISTOL"""
"00872e00",14,"""FREEFALL_BOMB"""
"00872e10",10,"""ROCKET_HS"""
"00872e1c",7,"""ROCKET"""
"00872e24",8,"""MOLOTOV"""
"00872e2c",8,"""TEARGAS"""
"00872e34",8,"""GRENADE"""
"00872e44",6,"""VIBE2"""
"00872e4c",6,"""VIBE1"""
"00872e54",7,"""DILDO2"""
"00872e5c",7,"""DILDO1"""
"00872e64",7,"""KATANA"""
"00872e6c",8,"""POOLCUE"""
"00872e74",7,"""SHOVEL"""
"00872e7c",12,"""BASEBALLBAT"""
"00872e88",11,"""NIGHTSTICK"""
"00872e94",13,"""BRASSKNUCKLE"""
"00872eae",18,"""HBThis is a test"""
"00872ec0",9,"""Trap: %d"""
"00872ecc",12,"""Trigger: %d"""
"00872ed8",29,"""Grand theft auto San Andreas"""
"00874597",6,"""qfile"""
"00874752",18,"""HBGTA:San Andreas"""
"00874764",20,"""Rockstar North Ltd"""
"00874778",12,"""SOFTWARE"""
"0087478c",16,"""\\User Tracks"""
"0087479c",12,"""\\Gallery"""
"008747a8",28,"""\\GTA San Andreas User Files"""
"008747c4",9,"""Personal"""
"008747d0",65,"""Software\\Microsoft\\Windows\\CurrentVersion\\Explorer\\Shell Folders"""
"00874818",87,"""Please check you have installed Direct X 9 correctly : Couldn't LoadLibrary D3D9.DLL\r\n"""
"00874870",9,"""D3D9.DLL"""
"00874880",91,"""Please check you have installed Direct X 9 correctly : Couldn't LoadLibrary dpnhpast.dll\r\n"""
"008748dc",13,"""dpnhpast.dll"""
"008748f0",87,"""Please check you have installed Direct X 9 correctly : Couldn't LoadLibrary D3D8.DLL\r\n"""
"00874948",9,"""D3D8.DLL"""
"00874958",85,"""Please check you have installed Direct X 9 correctly : Couldn't DirectDrawCreateEx\r\n"""
"008749b0",100,"""Please check you have installed Direct X 9 correctly : Couldn't GetProcAddress DirectDrawCreateEx\r\n"""
"00874a14",19,"""DirectDrawCreateEx"""
"00874a28",84,"""Please check you have installed Direct X 9 correctly : Couldn't LoadLibrary DDraw\r\n"""
"00874a7c",10,"""DDRAW.DLL"""
"00874a88",13,"""(FULLSCREEN)"""
"00874a98",19,"""%lu x %lu x %lu %s"""
"00874aac",13,"""(WIDESCREEN)"""
"00874ac0",16,"""%lu X %lu X %lu"""
"00874ad0",34,"""Cannot find 800x600x32 video mode"""
"00874b07",17,"""@GTA_SAN_ANDREAS"""
"00874b18",8,"""WIN_NSC"""
"00874b20",7,"""WIN_DX"""
"00874b28",7,"""WIN_95"""
"00874b30",8,"""WIN_TTL"""
"00874b38",32,"""GTA Audio DVD has been inserted"""
"00874b58",42,"""Exiting game as Audio CD was not inserted"""
"00874b84",27,"""About to check CD drive..."""
"00874ba0",23,"""Failed to run the MPEG"""
"00874bb8",25,"""Failed to pause the MPEG"""
"00874bd4",24,"""movies\\GTAtitlesGER.mpg"""
"00874bec",21,"""movies\\GTAtitles.mpg"""
"00874c04",16,"""movies\\Logo.mpg"""
"00874c18",71,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/anisot/rpanisot.c#1 $"""
"00874c60",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/baclump.c#1 $"""
"00874c9c",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/bageomet.c#1 $"""
"00874cdc",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/bamateri.c#1 $"""
"00874d1c",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/bamatlst.c#1 $"""
"00874d60",76,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/pipe/p2/d3d9/wrldpipe.c#1 $"""
"00874dac",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/baworld.c#2 $"""
"00874de8",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/baworobj.c#1 $"""
"00874e28",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/balight.c#1 $"""
"00874e98",92,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/pipe/p2/d3d9/d3d9vertexdeclaration.c#1 $"""
"00874f50",80,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/pipe/p2/d3d9/D3D9lights.c#1 $"""
"00874fa0",76,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/pipe/p2/d3d9/D3D9pipe.c#1 $"""
"00875008",92,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/world/pipe/p2/d3d9/nodeD3D9AtomicAllInOne.c#2 $"""
